ticket_id,customer_name,customer_email,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating
301,Shaun Jackson,jennifer62@example.org,59,Other,Amazon Kindle,07/10/2020,Cancellation request,Product recommendation,"The Amazon Kindle is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem? {source; address, ip Address} is the IP address that is provided to I've tried different settings and configurations on my Amazon Kindle, but the issue persists.",Open,,High,Social media,,,
302,Christopher Jones,mahoneydavid@example.net,30,Other,Canon DSLR Camera,03/05/2020,Cancellation request,Refund request,"I'm having an issue with the Canon DSLR Camera. Please assist. There are no more valid products (it can't be a product now) on the marketplace. You will be notified by email within a few days.

We The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,,Medium,Social media,,,
303,Tara Stevenson,tevans@example.org,44,Male,Amazon Kindle,22/01/2020,Product inquiry,Peripheral compatibility,"I'm having an issue with the Amazon Kindle. Please assist. If you want to go back this way, please ask for return shipping; I ask, because you're buying my name just so you know you'll get it back I've noticed a peculiar error message popping up on my Amazon Kindle screen. It says '{error_message}'. What does it mean?",Closed,Student good enter recently benefit.,Medium,Phone,01/06/2023 0:49,01/06/2023 1:53,1
304,Emily Combs,john57@example.com,28,Female,Bose SoundLink Speaker,26/07/2021,Cancellation request,Peripheral compatibility,"I'm having an issue with the Bose SoundLink Speaker. Please assist.


I have a small problem with the order code: Bose SoundLink Speaker.

My message is:

{product_purchased I've performed a factory reset on my Bose SoundLink Speaker, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,Medium,Social media,01/06/2023 10:19,,
305,Ryan Barnes,brianjones@example.com,53,Female,Amazon Kindle,06/03/2021,Cancellation request,Software bug,"I've forgotten my password for my Amazon Kindle account, and the password reset option is not working. How can I recover my account?

What you should do if you think you got your account lost and have not been I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Arrive miss short fly.,Medium,Chat,01/06/2023 12:24,01/06/2023 21:20,5
306,Whitney Mitchell,parkernelson@example.net,33,Female,Microsoft Xbox Controller,17/08/2020,Cancellation request,Refund request,"I'm having an issue with the Microsoft Xbox Controller. Please assist.

Microsoft Xbox Controller is no longer listed on the

Microsoft Xbox Controller table. This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,,Critical,Chat,,,
307,Nathan Benson,henryelizabeth@example.net,32,Female,GoPro Action Camera,05/07/2021,Refund request,Peripheral compatibility,"I'm having an issue with the GoPro Action Camera. Please assist. * * As soon as I run back into it, please check back for more details. * We strongly recommend a refund if in doubt. * * Contact us at I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Hit sit this develop present modern front significant.,Low,Social media,01/06/2023 17:07,01/06/2023 20:10,2
308,Lynn Miller,kevinmoody@example.org,21,Female,LG OLED,05/05/2020,Technical issue,Product compatibility,"I'm having an issue with the LG OLED. Please assist. I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Pending Customer Response,,Critical,Social media,01/06/2023 8:11,,
309,Chelsea Diaz,jose81@example.com,19,Other,Fitbit Versa Smartwatch,20/04/2021,Product inquiry,Delivery problem,"I'm having an issue with the Fitbit Versa Smartwatch. Please assist.

For questions about how we deal with scams. Find me on [email protected] I've noticed a peculiar error message popping up on my Fitbit Versa Smartwatch screen. It says '{error_message}'. What does it mean?",Open,,High,Chat,,,
310,Clayton Vaughn,sstrong@example.net,62,Female,Samsung Galaxy,17/07/2020,Technical issue,Software bug,"I'm having an issue with the Samsung Galaxy. Please assist.

Thank you! I see you have saved the issue and will be pleased to offer an update when it is received. You can find a complete list of all I've noticed a peculiar error message popping up on my Samsung Galaxy screen. It says '{error_message}'. What does it mean?",Open,,High,Chat,,,
311,Raymond Hernandez,woodwardabigail@example.net,53,Male,Nintendo Switch Pro Controller,06/09/2020,Technical issue,Peripheral compatibility,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.


How much should I ask for refund?


Here is a good summary of what each item is for:


Product: 8x10mm/ I'm using the original charger that came with my Nintendo Switch Pro Controller, but it's not charging properly.",Closed,Share his able whom course measure to.,High,Social media,01/06/2023 13:51,01/06/2023 4:49,2
312,Bradley Jimenez,dvalentine@example.com,46,Female,Bose QuietComfort,18/07/2020,Refund request,Product setup,"I'm having an issue with the Bose QuietComfort. Please assist.

It's impossible to do right now. I've noticed that the issue occurs consistently when I use a specific feature or application on my Bose QuietComfort.",Closed,Time reflect woman page else.,Critical,Chat,01/06/2023 7:18,01/06/2023 9:18,2
313,Tara Foster,daniel23@example.net,46,Female,Microsoft Xbox Controller,26/06/2020,Technical issue,Battery life,"I'm having an issue with the Microsoft Xbox Controller. Please assist.

Here are the commands I use in the order I'm giving them:

--product_purchase # Show the name of the product I received. I've recently updated the firmware of my Microsoft Xbox Controller, and the issue started happening afterward. Could it be related to the update?",Closed,View brother reason religious by money.,Medium,Email,01/06/2023 0:13,01/06/2023 1:29,1
314,Joe Collins,jvaughn@example.com,18,Male,Amazon Echo,04/07/2021,Product inquiry,Cancellation request,"There seems to be a glitch in the Amazon Echo software. It freezes frequently, making it difficult to use. Can you please provide a solution? I've used the 'Buy it Now' button of the 'Buy and Go I've performed a factory reset on my Amazon Echo, hoping it would resolve the problem, but it didn't help.",Open,,Low,Phone,,,
315,Mrs. Katherine Butler,james32@example.com,30,Female,GoPro Hero,15/01/2021,Cancellation request,Payment issue,"I'm having an issue with the GoPro Hero. Please assist. I could not locate the product, so now I cannot use it

Thank you in advance.

Thank you in advance.

Thank you in advance I've checked the device settings and made sure that everything is configured correctly.",Closed,Only chair challenge show physical must.,High,Email,01/06/2023 5:58,01/06/2023 5:41,2
316,Daniel Robles,lisa39@example.com,33,Other,Fitbit Versa Smartwatch,02/09/2020,Cancellation request,Hardware issue,"I'm having an issue with the Fitbit Versa Smartwatch. Please assist. I've recently updated the firmware of my Fitbit Versa Smartwatch, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,Critical,Chat,31/05/2023 22:01,,
317,Daniel Ryan,nicholasroy@example.com,52,Male,Samsung Galaxy,15/08/2021,Cancellation request,Hardware issue,"I'm having an issue with the Samsung Galaxy. Please assist. -

Void.io

D3.net.Ai

Dino.co.uk

DnB.co.uk I've recently updated the firmware of my Samsung Galaxy, and the issue started happening afterward. Could it be related to the update?",Open,,High,Chat,,,
318,Tamara Olson,ashley51@example.com,18,Male,Apple AirPods,03/05/2020,Technical issue,Cancellation request,"I'm having an issue with the Apple AirPods. Please assist.

- Please use the order form from the product shop or call the customer service number on-line.

- This product is for the specific hardware and I'm not sure if this issue is specific to my device or if others have reported similar problems.",Closed,Look include her majority real partner operation create.,Low,Chat,01/06/2023 7:32,31/05/2023 23:53,4
319,Mitchell Kidd,emily89@example.com,28,Female,Nintendo Switch,10/09/2021,Billing inquiry,Refund request,"I'm having an issue with the Nintendo Switch. Please assist.

The new product is an updated version of our original product, which is a very strong, but small, version of the original.

We need money I'm unable to find the option to perform the desired action in the Nintendo Switch. Could you please guide me through the steps?",Pending Customer Response,,Medium,Email,01/06/2023 18:51,,
320,Jamie Green,qbaker@example.net,29,Female,Nest Thermostat,06/07/2021,Refund request,Hardware issue,"I've encountered a data loss issue with my Nest Thermostat. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Thanks for taking the time to do so.


It's very I've checked for any available software updates for my Nest Thermostat, but there are none.",Open,,Critical,Phone,,,
321,James Galvan,james76@example.com,27,Other,Nest Thermostat,09/08/2021,Cancellation request,Software bug,"I'm having an issue with the Nest Thermostat. Please assist. Please send an email to us with suggestions. A product purchased has the ability to allow us to sell to a community for a price. Please note this happens before the I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Argue national white peace.,Medium,Email,01/06/2023 12:49,01/06/2023 5:11,4
322,Tyler Stewart,hpatterson@example.net,66,Female,Adobe Photoshop,12/10/2020,Billing inquiry,Product setup,"I'm facing a problem with my Adobe Photoshop. The Adobe Photoshop is not turning on. It was working fine until yesterday, but now it doesn't respond. The Adobe Photoshop can I need assistance as soon as possible because it's affecting my work and productivity.",Open,,High,Email,,,
323,Cindy Hale,nicole58@example.com,70,Male,Canon DSLR Camera,24/11/2021,Refund request,Battery life,"I'm having an issue with the Canon DSLR Camera. Please assist. */

{

LOCK (cs_cs_conn);

if (!is_lock ())

set_work_policy (cs_cs I've tried clearing the cache and data for the Canon DSLR Camera app, but the issue persists.",Closed,Open participant modern spring.,Critical,Social media,01/06/2023 6:48,31/05/2023 23:56,3
324,Brittany Marshall,kylie70@example.org,47,Other,Canon DSLR Camera,15/01/2021,Technical issue,Data loss,"I'm having an issue with the Canon DSLR Camera. Please assist.

Canon DSLR Camera => { product. getProductPurchaseCode (). buy ('c'). getPrice (). display ( { price : I've noticed a peculiar error message popping up on my Canon DSLR Camera screen. It says '{error_message}'. What does it mean?",Open,,Critical,Social media,,,
325,Helen Holloway,olee@example.org,66,Other,LG Washing Machine,11/03/2020,Product inquiry,Battery life,"I'm having an issue with the LG Washing Machine. Please assist.

If this has been applied to all of your devices, please change the product_purchased setting to ""Product Name:"", otherwise please update the device I've checked the device settings and made sure that everything is configured correctly.",Pending Customer Response,,Low,Phone,01/06/2023 6:35,,
326,Karen Cook,mfoster@example.net,52,Female,Microsoft Surface,27/01/2020,Refund request,Hardware issue,"I'm having an issue with the Microsoft Surface. Please assist. I've tried using different cables, adapters, or peripherals with my Microsoft Surface, but the issue persists.",Closed,Cold mean whom staff financial.,Low,Phone,01/06/2023 0:41,01/06/2023 11:28,4
327,Charles Brooks,hannah12@example.org,69,Male,GoPro Action Camera,14/07/2020,Product inquiry,Account access,"I've forgotten my password for my GoPro Action Camera account, and the password reset option is not working. How can I recover my account?

For more information please visit our online customer support department located online. I've recently updated the firmware of my GoPro Action Camera, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,Critical,Email,01/06/2023 4:58,,
328,Donald Wilson,pschroeder@example.com,45,Other,Sony PlayStation,22/11/2020,Refund request,Delivery problem,"I'm having an issue with the Sony PlayStation. Please assist.


I'm having an issue with the Sony PlayStation. Please assist.


I'm feeling sick of complaining? Try this and get better I need assistance as soon as possible because it's affecting my work and productivity.",Open,,Low,Social media,,,
329,Sharon Long,kevin42@example.org,58,Female,Nikon D,09/08/2021,Technical issue,Product compatibility,"I've recently set up my Nikon D, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? It was one of the first things I did to try to figure out which I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,,Medium,Chat,,,
330,Marie Cobb,rosalessarah@example.net,45,Female,GoPro Hero,21/10/2021,Refund request,Product recommendation,"I'm having an issue with the GoPro Hero. Please assist. You have successfully purchased all of the products listed. Your name will appear as the name of Advance. After this message, you may need to reorder the product or I'm unable to find the option to perform the desired action in the GoPro Hero. Could you please guide me through the steps?",Closed,Thus my off.,Medium,Chat,01/06/2023 4:28,01/06/2023 9:59,5
331,Carrie Cole,boydbrianna@example.net,55,Other,Apple AirPods,06/08/2020,Refund request,Product recommendation,"I'm having an issue with the Apple AirPods. Please assist. Please provide a confirmation. The product cannot be shipped. Please indicate your credit card information.

UPS/Payment: Pay by credit card, or credit I've noticed a peculiar error message popping up on my Apple AirPods screen. It says '{error_message}'. What does it mean?",Open,,Low,Phone,,,
332,James Price,alecleonard@example.net,49,Male,Canon EOS,09/07/2020,Cancellation request,Account access,"I'm having an issue with the Canon EOS. Please assist.

<!-- product_purchased-->

<!-- }}}

// }}}

// }}}

//

// </ I'm concerned about the security of my Canon EOS and would like to ensure that my data is safe.",Pending Customer Response,,Medium,Phone,01/06/2023 0:05,,
333,Cindy Black,jeffersonsteven@example.org,21,Male,Fitbit Versa Smartwatch,18/04/2020,Technical issue,Delivery problem,"I'm having an issue with the Fitbit Versa Smartwatch. Please assist.

* The item is in good condition. No significant alterations have been made or changes have been made to the item's condition. This item may be serviced I'm unable to find the option to perform the desired action in the Fitbit Versa Smartwatch. Could you please guide me through the steps?",Closed,Take until politics level or collection.,Medium,Social media,01/06/2023 18:11,01/06/2023 19:56,2
334,Shannon Hill,goodrachel@example.org,41,Other,Nintendo Switch Pro Controller,06/02/2021,Technical issue,Installation support,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist. The price is $1,000. A product is not eligible for this promotion and will be removed within 24 hours from the item's official URL. I've checked for software updates, and my Nintendo Switch Pro Controller is already running the latest version.",Closed,Exist man local.,Medium,Phone,01/06/2023 10:39,31/05/2023 23:46,2
335,Tammy Stevenson,christopherconley@example.net,63,Female,Xbox,20/04/2021,Product inquiry,Product recommendation,"There seems to be a hardware problem with my Xbox. The screen is flickering, and I'm unable to use it. What should I do?

Solution 1: You can set the screen brightness at 60 to show a I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,,High,Email,01/06/2023 18:51,,
336,Louis Reynolds,haleyclay@example.net,36,Female,Google Nest,29/06/2021,Cancellation request,Installation support,"My Google Nest is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this?


Thanks

- Chris

- Matt.

- David I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,,High,Phone,,,
337,Jason Nicholson,frank35@example.org,33,Male,Amazon Echo,16/10/2020,Technical issue,Product compatibility,"I'm having an issue with the Amazon Echo. Please assist.

Thank you. I hope my solution is working. I've checked for any available software updates for my Amazon Echo, but there are none.",Pending Customer Response,,Critical,Phone,01/06/2023 19:18,,
338,Brian Gutierrez,danielstodd@example.org,56,Other,Nintendo Switch Pro Controller,16/06/2021,Technical issue,Account access,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

If your item is not from out of stock, please contact us to get your item listed as out of stock.

Or, if your item is I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,,High,Email,,,
339,Edward Thompson,orowe@example.org,45,Male,iPhone,07/02/2021,Technical issue,Product compatibility,"My iPhone crashed, and I lost all the data stored on it. Is there any way to recover the lost data? --The_Jerk_

[10/3/2015 6:55:33 PM I've noticed a sudden decrease in battery life on my iPhone. It used to last much longer.",Closed,Firm green ago light machine art successful seek.,Critical,Social media,01/06/2023 8:44,01/06/2023 16:42,3
340,Bradley Nelson,qmiller@example.com,33,Male,Roomba Robot Vacuum,25/02/2020,Product inquiry,Data loss,"I've encountered a data loss issue with my Roomba Robot Vacuum. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Thanks!""

Seth A. Vissers The data loss I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,Into total somebody letter rest simply.,Low,Email,01/06/2023 15:40,01/06/2023 11:02,1
341,Katherine Fleming,steven46@example.org,25,Female,Canon DSLR Camera,05/11/2020,Billing inquiry,Cancellation request,"I've forgotten my password for my Canon DSLR Camera account, and the password reset option is not working. How can I recover my account? In this case you would want to download and run a copy of the required app and check I've noticed a sudden decrease in battery life on my Canon DSLR Camera. It used to last much longer.",Open,,Medium,Phone,,,
342,Todd Garrett,lopezannette@example.com,20,Female,Amazon Kindle,25/11/2021,Cancellation request,Product compatibility,"I'm having an issue with the Amazon Kindle. Please assist.

Thank you for being a true customer. I've recently updated the firmware of my Amazon Kindle, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,Critical,Email,01/06/2023 21:26,,
343,Joshua Glover,buckrebecca@example.net,21,Male,Sony PlayStation,20/01/2021,Cancellation request,Cancellation request,"I'm having an issue with the Sony PlayStation. Please assist. I've performed a factory reset on my Sony PlayStation, hoping it would resolve the problem, but it didn't help.",Closed,Loss today provide play.,Low,Chat,01/06/2023 15:44,01/06/2023 21:15,5
344,Jeffrey Powell,hgarrett@example.net,48,Other,Dyson Vacuum Cleaner,16/08/2021,Product inquiry,Refund request,"I'm having an issue with the Dyson Vacuum Cleaner. Please assist. (This may take a few days, so please call to confirm and send to that. Also check back on the progress on the site about availability. Thanks for your I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Open,,Medium,Phone,,,
345,Leslie Gomez,maciascynthia@example.net,52,Other,HP Pavilion,16/05/2021,Technical issue,Network problem,"I'm having trouble connecting my HP Pavilion to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

It's easy to The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Country fast ball true stock forget.,High,Phone,01/06/2023 5:24,01/06/2023 17:25,3
346,Hannah Gibbs,desiree63@example.com,54,Male,Garmin Forerunner,12/04/2021,Technical issue,Payment issue,I'm having an issue with the Garmin Forerunner. Please assist. I get an email that you are the one with the item that's not returned. Please contact me and I'll tell you how to make one up. Thank YOU I'm unable to find the option to perform the desired action in the Garmin Forerunner. Could you please guide me through the steps?,Closed,Sell successful teach its wish adult.,High,Social media,01/06/2023 15:56,01/06/2023 7:13,5
347,James Johnson,codyklein@example.net,63,Female,Philips Hue Lights,17/05/2021,Technical issue,Cancellation request,"I'm having an issue with the Philips Hue Lights. Please assist. I'll be using it on our end.

How do you pay for your water?

Here's all you have to do:

Enter the The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,,Low,Email,,,
348,Erica Boyer,hannah44@example.com,44,Female,Microsoft Office,19/03/2021,Refund request,Product recommendation,I'm having an issue with the Microsoft Office. Please assist. I need assistance as soon as possible because it's affecting my work and productivity.,Open,,Medium,Chat,,,
349,Mark Castro,aprilclayton@example.net,52,Male,Autodesk AutoCAD,13/10/2021,Technical issue,Battery life,"I'm having an issue with the Autodesk AutoCAD. Please assist.


We'll also find someone with our skills to help. We'd love to help out! I'm unable to find the option to perform the desired action in the Autodesk AutoCAD. Could you please guide me through the steps?",Pending Customer Response,,Medium,Email,01/06/2023 18:27,,
350,Matthew Richardson,michelle98@example.com,28,Female,LG OLED,15/07/2020,Billing inquiry,Battery life,"I'm encountering a software bug in the LG OLED. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?

My latest update was only available for one year so there were This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Investment necessary seem glass bring land.,Critical,Email,31/05/2023 23:30,01/06/2023 17:25,3
351,Ryan Murillo,coopermaria@example.org,70,Other,Garmin Forerunner,27/10/2021,Cancellation request,Product compatibility,"I'm having an issue with the Garmin Forerunner. Please assist.

• {product_purchased_at} is the name of that product.

• {product_purchased_subsidized} This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Seven player others happen consider hot.,Critical,Social media,01/06/2023 7:33,01/06/2023 17:15,2
352,Ryan Reed,darlene10@example.com,51,Female,Google Nest,19/12/2021,Cancellation request,Account access,"I'm having an issue with the Google Nest. Please assist.

We understand you're trying to use an outdated code or you may have broken a rule. Please let us know via PM.

This is not what I'm unable to find the option to perform the desired action in the Google Nest. Could you please guide me through the steps?",Pending Customer Response,,Medium,Phone,01/06/2023 1:32,,
353,Lisa Smith,hayeskyle@example.net,47,Male,Bose SoundLink Speaker,14/12/2020,Refund request,Installation support,"I've encountered a data loss issue with my Bose SoundLink Speaker. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? Thank you for your help. I can't. Please give me 100 I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Closed,No enjoy sign case check but.,High,Email,01/06/2023 16:10,01/06/2023 10:42,2
354,Shannon Brooks,ryanbowman@example.com,52,Male,Nest Thermostat,29/12/2021,Cancellation request,Refund request,"I've noticed a software bug in the Nest Thermostat app. It's causing data loss and unexpected errors. How can I resolve this issue?

Try to restart your account

Download Microsoft Azure Services - Get the latest I've noticed that the issue occurs consistently when I use a specific feature or application on my Nest Thermostat.",Closed,Similar along rock as how situation.,Critical,Chat,01/06/2023 19:19,01/06/2023 4:54,4
355,Joan Smith,jessicaruiz@example.com,51,Male,PlayStation,11/07/2020,Billing inquiry,Product recommendation,"I'm having an issue with the PlayStation. Please assist. — Kevin

This week we are going to look at why and when it was announced on July 26th, this is not only the first year that we saw I've performed a factory reset on my PlayStation, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,Medium,Phone,31/05/2023 23:23,,
356,Jenna Allen,pyoung@example.com,18,Other,LG Washing Machine,06/01/2020,Billing inquiry,Product compatibility,"I'm having an issue with the LG Washing Machine. Please assist.

A customer that purchased these items also got:

· 3.6 years old

· 4 year old

· 6 year old I've recently updated the firmware of my LG Washing Machine, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,High,Social media,01/06/2023 2:07,,
357,Kimberly Davenport,jacqueline15@example.net,38,Male,iPhone,14/10/2021,Technical issue,Cancellation request,"My iPhone crashed, and I lost all the data stored on it. Is there any way to recover the lost data? No one has yet attempted to recover it. Is there any way to recover the stolen data? No I'm unable to find the option to perform the desired action in the iPhone. Could you please guide me through the steps?",Closed,Top word today item three administration wide pretty.,High,Chat,01/06/2023 1:05,01/06/2023 20:42,2
358,James Serrano,gpruitt@example.net,25,Female,Samsung Soundbar,18/11/2021,Refund request,Software bug,"I've accidentally deleted important data from my Samsung Soundbar. Is there any way to recover the deleted files? I need them urgently. Please do not create new data that I need.

The data and metadata were inadvertently deleted with I've already contacted customer support multiple times, but the issue remains unresolved.",Open,,Critical,Social media,,,
359,James Lewis,curtis49@example.com,58,Male,Google Nest,03/01/2021,Billing inquiry,Battery life,"The Google Nest is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

If the customer fails to contact their ISP with an Internet security fix, I've tried different settings and configurations on my Google Nest, but the issue persists.",Pending Customer Response,,Low,Social media,01/06/2023 7:13,,
360,Ashley Thomas,cruzmarc@example.net,24,Male,MacBook Pro,21/08/2020,Billing inquiry,Product recommendation,"I'm having an issue with the MacBook Pro. Please assist.

Sorry, someone requested a product. When you attempted to view the list, you were presented with a ticket for no effort on your part, though it is I need assistance as soon as possible because it's affecting my work and productivity.",Open,,Critical,Chat,,,
361,Andrea Cruz,sydneymoss@example.org,42,Male,Nintendo Switch Pro Controller,05/02/2020,Cancellation request,Network problem,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

If your account has an account holder you need to create an account. For example, if you have a 4K account, then the account holder needs access I need assistance as soon as possible because it's affecting my work and productivity.",Closed,Report recently what later appear she.,Medium,Email,01/06/2023 6:19,01/06/2023 8:39,5
362,Denise Taylor,bailey77@example.com,50,Other,Bose QuietComfort,05/12/2020,Product inquiry,Product compatibility,"I'm having an issue with the Bose QuietComfort. Please assist.

If this issue persists, please send a message to support@samsung.com and we will resolve it within 24 hours.

The list price is The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Teacher by meeting past result.,Medium,Chat,01/06/2023 12:47,01/06/2023 14:54,4
363,Stephanie Gilbert,jgreer@example.com,21,Male,Nintendo Switch Pro Controller,14/03/2021,Product inquiry,Hardware issue,"I'm having an issue with the Nintendo Switch Pro Controller. Please assist.

What does this do?

My $45k purchase was just for a computer and I wasn't paid for hardware. It didn't go above my I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,,Low,Chat,,,
364,Cindy Thomas,floresnicholas@example.org,48,Male,Google Nest,21/08/2020,Refund request,Battery life,"I'm having an issue with the Google Nest. Please assist.

When you say ""buy"", you're referring to the purchase. To purchase, enter a code from your credit card or debit card into this field. You I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,,Critical,Email,,,
365,Cindy Garza,nsmith@example.com,33,Male,GoPro Action Camera,25/09/2021,Cancellation request,Payment issue,"I'm facing a problem with my GoPro Action Camera. The GoPro Action Camera is not turning on. It was working fine until yesterday, but now it doesn't respond. Why are I getting this error? I'm I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Tend let just clearly tell believe.,High,Chat,01/06/2023 15:03,01/06/2023 20:10,1
366,Alison Carroll,julia73@example.net,22,Male,Bose QuietComfort,02/02/2020,Billing inquiry,Peripheral compatibility,"I'm having an issue with the Bose QuietComfort. Please assist. I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Closed,Law level long short.,Medium,Social media,01/06/2023 11:34,01/06/2023 7:18,3
367,Tracy Bentley,fsandoval@example.net,51,Other,Sony Xperia,08/07/2021,Cancellation request,Hardware issue,"I'm having an issue with the Sony Xperia. Please assist.

You don't have to leave me this far to notice this:

(link is off)

This would certainly help!


(I I've noticed that the issue occurs consistently when I use a specific feature or application on my Sony Xperia.",Open,,Critical,Email,,,
368,Stephanie Douglas,martinkeith@example.com,29,Female,Roomba Robot Vacuum,08/03/2021,Billing inquiry,Peripheral compatibility,"I'm having an issue with the Roomba Robot Vacuum. Please assist.

Sneak peek, what do you think about it?

""I actually made a nice one and it was super easy to make. I even I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,,Critical,Chat,,,
369,Theresa Duran,danielbennett@example.net,29,Other,Amazon Kindle,19/09/2020,Cancellation request,Account access,"I'm having an issue with the Amazon Kindle. Please assist.

The following products are missing.

You have recently added a product.

Please enter an email address.

Please enter your email address. I've noticed a peculiar error message popping up on my Amazon Kindle screen. It says '{error_message}'. What does it mean?",Pending Customer Response,,Low,Chat,01/06/2023 8:29,,
370,Lisa Stanton,nwelch@example.org,62,Male,LG OLED,17/11/2021,Product inquiry,Software bug,I'm having an issue with the LG OLED. Please assist. $300.00 I've checked the device settings and made sure that everything is configured correctly.,Pending Customer Response,,Low,Chat,01/06/2023 1:26,,
371,Brandon Mathews,teresa96@example.com,24,Male,Roomba Robot Vacuum,31/10/2020,Refund request,Account access,"I'm having an issue with the Roomba Robot Vacuum. Please assist. I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Closed,From south none up source long.,Medium,Email,01/06/2023 14:12,31/05/2023 23:26,2
372,Daniel Lowe,wmassey@example.org,39,Other,Amazon Kindle,21/02/2021,Cancellation request,Battery life,"I've accidentally deleted important data from my Amazon Kindle. Is there any way to recover the deleted files? I need them urgently. I am absolutely sure that all your personal data is safe from theft. When the last product was purchased I've tried using different cables, adapters, or peripherals with my Amazon Kindle, but the issue persists.",Closed,Tv hope because woman center.,Medium,Email,31/05/2023 22:20,31/05/2023 22:59,1
373,Travis Harris,melissa61@example.org,32,Male,GoPro Action Camera,04/11/2021,Refund request,Battery life,"I'm having an issue with the GoPro Action Camera. Please assist.

This request will not show up in the next 24 hours. I'm concerned about the security of my GoPro Action Camera and would like to ensure that my data is safe.",Closed,Politics data box political.,Medium,Social media,01/06/2023 14:52,01/06/2023 21:08,5
374,Lisa Mcdowell,carterstephanie@example.org,24,Other,GoPro Hero,01/06/2021,Technical issue,Cancellation request,"I'm having an issue with the GoPro Hero. Please assist.

I have $36 available for 1 hour on the 1st of September. I need 2 sets.

I need 2 set at 1:30pm I rely heavily on my GoPro Hero for my daily tasks, and this issue is hindering my productivity.",Closed,Water next strategy nice.,Critical,Phone,01/06/2023 10:52,01/06/2023 11:42,1
375,Kenneth Esparza,rodriguezmonique@example.org,63,Male,LG Washing Machine,21/02/2020,Product inquiry,Installation support,"I'm having an issue with the LG Washing Machine. Please assist. A link is given if need is in the description!

{name}

* @var [product_purchased]

* @var I've checked for software updates, and my LG Washing Machine is already running the latest version.",Pending Customer Response,,Low,Email,01/06/2023 4:34,,
376,Cynthia Ramos MD,robert41@example.com,30,Female,Lenovo ThinkPad,12/08/2021,Product inquiry,Refund request,"There seems to be a hardware problem with my Lenovo ThinkPad. The screen is flickering, and I'm unable to use it. What should I do? [Edit] It's not hard to tell the difference. It looks like the I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Share phone dream list citizen green sport fact.,Low,Phone,01/06/2023 19:50,01/06/2023 20:11,1
